Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A01
Wafer ID                :N64S03A01
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 11:33:24 2026
Test End Date           :Wed May 13 11:46:52 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     40    7.29    509   92.71

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
467,1,5,5,27,27,4.1883,74.704,74.703,74.709,11.844,11.822,11.812,11.808,11.805,11.804,11.804,11.805,11.804,11.805,11.805,11.806,11.806,11.806,11.806,11.806,11.806,11.806,11.807,11.807,11.806,21.596,266.14,74.662,74.66,1.297,6.1132,6.1118,0.0014,313.74,5.9712,74.769
468,1,5,5,28,27,4.2931,74.911,74.911,74.915,11.708,11.685,11.674,11.669,11.667,11.667,11.667,11.667,11.667,11.667,11.667,11.667,11.669,11.67,11.669,11.669,11.668,11.668,11.669,11.67,11.67,22.242,266.63,74.872,74.896,24.109,6.0279,6.0265,0.0015,314.14,5.8858,74.973
469,1,5,5,29,27,4.2063,74.791,74.807,74.807,11.554,11.531,11.517,11.511,11.506,11.504,11.503,11.503,11.504,11.503,11.503,11.503,11.503,11.505,11.505,11.504,11.504,11.505,11.505,11.506,11.506,23.437,266.91,74.731,74.698,33.569,6.0095,6.0077,0.0017,314.59,5.8664,74.905
470,1,1,1,30,27,4.0711,73.377,73.385,73.383,10.821,10.78,10.755,10.749,10.787,10.746,10.746,10.746,10.746,10.79,10.747,10.747,10.748,10.799,10.746,10.748,10.748,10.748,10.747,10.747,10.748,41.306,267.25,73.245,73.102,142.68,6.0197,6.018,0.0017,315.1,5.8773,73.602
471,1,17,37,29,28,4.3539,73.918,73.924,73.928,11.411,11.365,11.354,11.368,11.344,11.342,11.343,11.341,11.342,11.341,11.342,11.342,11.343,11.342,11.343,11.344,11.343,11.343,11.343,11.344,11.344,45.56,266.19,73.8,73.685,115.37,6.2119,6.2099,0.002,313.9,6.0707,74.117
472,1,5,5,28,28,4.2237,74.898,74.894,74.898,11.895,11.873,11.862,11.856,11.854,11.854,11.853,11.852,11.852,11.852,11.852,11.854,11.855,11.855,11.854,11.853,11.855,11.854,11.855,11.855,11.855,21.982,265.91,74.83,74.806,23.651,6.1768,6.1743,0.0025,313.48,6.0347,74.977
473,1,5,5,27,28,4.2172,74.909,74.907,74.919,11.888,11.866,11.856,11.851,11.848,11.847,11.846,11.845,11.847,11.849,11.848,11.848,11.848,11.849,11.848,11.849,11.849,11.85,11.849,11.849,11.848,22.058,266.06,74.934,74.869,64.713,6.1249,6.1232,0.0017,313.57,5.9829,74.97
474,1,5,5,26,28,4.0157,74.702,74.709,74.709,12.015,11.993,11.983,11.98,11.979,11.978,11.978,11.978,11.979,11.979,11.979,11.979,11.979,11.98,11.981,11.981,11.98,11.981,11.98,11.981,11.981,22.436,265.56,74.677,74.669,8.4686,6.2203,6.2183,0.002,313.06,6.0797,74.783
475,1,5,5,25,28,4.2028,74.558,74.564,74.564,12.072,12.051,12.043,12.041,12.04,12.04,12.039,12.04,12.042,12.042,12.041,12.042,12.043,12.044,12.043,12.042,12.043,12.042,12.043,12.044,12.044,20.967,265.47,74.534,74.603,68.817,6.2494,6.248,0.0014,312.83,6.1103,74.626
476,1,5,5,24,28,4.1207,74.535,74.541,74.537,12.096,12.074,12.064,12.06,12.06,12.058,12.058,12.06,12.061,12.061,12.061,12.061,12.062,12.062,12.062,12.062,12.063,12.063,12.063,12.064,12.063,22.919,265.52,74.517,74.595,77.904,6.2398,6.2385,0.0013,312.85,6.1006,74.601
477,1,5,5,23,28,4.0194,74.61,74.617,74.612,11.977,11.956,11.944,11.94,11.94,11.94,11.94,11.939,11.939,11.939,11.94,11.94,11.94,11.941,11.941,11.941,11.941,11.942,11.942,11.941,11.942,21.561,265.88,74.624,74.616,7.8583,6.1481,6.1465,0.0016,313.23,6.0086,74.655
478,1,5,5,22,28,3.9563,74.776,74.769,74.772,11.954,11.932,11.92,11.916,11.914,11.914,11.914,11.914,11.914,11.914,11.914,11.914,11.915,11.916,11.916,11.916,11.915,11.916,11.916,11.915,11.916,22.202,266,74.786,74.835,49.21,6.1083,6.1063,0.002,313.41,5.967,74.807
479,1,5,5,21,28,3.9288,74.908,74.91,74.911,11.902,11.881,11.871,11.867,11.865,11.864,11.864,11.864,11.864,11.864,11.865,11.865,11.865,11.864,11.865,11.866,11.866,11.867,11.867,11.867,11.868,20.807,266.11,74.915,74.925,9.9945,6.0718,6.0696,0.0022,313.51,5.9334,74.955
480,1,5,5,20,28,4.1256,74.987,74.983,74.986,11.85,11.828,11.819,11.814,11.814,11.814,11.814,11.813,11.815,11.815,11.816,11.815,11.815,11.816,11.815,11.817,11.818,11.816,11.817,11.817,11.818,21.91,266.21,74.98,75.014,33.913,6.0353,6.0332,0.0021,313.76,5.8961,75.027
481,1,5,5,19,28,4.1691,74.975,74.98,74.983,11.899,11.875,11.863,11.86,11.859,11.859,11.858,11.857,11.858,11.858,11.858,11.859,11.86,11.859,11.86,11.86,11.861,11.86,11.859,11.859,11.86,23.641,266.04,74.98,74.978,2.1362,6.0636,6.0615,0.0021,313.48,5.9253,75.023
482,1,5,5,18,28,4.3638,74.875,74.885,74.883,11.896,11.874,11.863,11.858,11.857,11.857,11.857,11.855,11.855,11.857,11.858,11.856,11.857,11.858,11.858,11.858,11.859,11.858,11.858,11.858,11.857,22.407,266.02,74.88,74.936,55.481,6.0801,6.0781,0.002,313.53,5.9414,74.937
483,1,5,5,17,28,4.8077,74.741,74.745,74.746,11.94,11.916,11.904,11.9,11.898,11.896,11.896,11.897,11.898,11.898,11.897,11.899,11.9,11.9,11.9,11.899,11.9,11.9,11.9,11.899,11.9,24.258,265.9,74.703,74.78,77.362,6.1194,6.1174,0.002,313.36,5.9813,74.811
484,1,5,5,16,28,5.1354,74.661,74.66,74.662,11.969,11.945,11.934,11.93,11.928,11.929,11.928,11.928,11.928,11.929,11.929,11.929,11.929,11.929,11.928,11.93,11.929,11.93,11.93,11.931,11.932,23.85,265.85,74.636,74.645,9.2316,6.1358,6.1339,0.0019,313.35,5.9962,74.724
485,1,5,5,15,28,5.1923,74.667,74.665,74.671,12.104,12.081,12.073,12.07,12.067,12.067,12.067,12.067,12.067,12.068,12.069,12.069,12.069,12.07,12.07,12.07,12.069,12.069,12.07,12.071,12.07,22.718,265.57,74.653,74.665,12.36,6.2153,6.2137,0.0017,313,6.0776,74.745
486,1,5,5,14,28,5.278,74.805,74.808,74.81,12.227,12.206,12.198,12.195,12.194,12.193,12.194,12.194,12.194,12.193,12.195,12.196,12.195,12.195,12.195,12.197,12.195,12.195,12.196,12.197,12.196,21.391,265.23,74.758,74.755,2.7466,6.2824,6.2808,0.0016,312.67,6.1452,74.884
487,1,5,5,13,28,5.3783,75.052,75.049,75.055,12.301,12.276,12.265,12.259,12.257,12.256,12.257,12.257,12.257,12.257,12.257,12.256,12.257,12.258,12.258,12.258,12.258,12.259,12.259,12.259,12.26,25.302,265.08,74.997,74.973,23.964,6.3027,6.3004,0.0022,312.53,6.1672,75.124
488,1,5,5,12,28,5.3766,75.292,75.303,75.298,12.175,12.153,12.14,12.134,12.132,12.131,12.131,12.131,12.13,12.132,12.133,12.133,12.13,12.134,12.134,12.134,12.133,12.134,12.133,12.133,12.133,21.97,265.48,75.271,75.237,34.332,6.2097,6.2078,0.0018,312.98,6.0736,75.341
489,1,5,5,11,28,5.2224,75.22,75.225,75.227,12.101,12.079,12.065,12.057,12.054,12.052,12.052,12.052,12.052,12.051,12.051,12.052,12.052,12.053,12.052,12.051,12.053,12.053,12.052,12.052,12.052,22.578,265.43,75.15,75.129,21.21,6.2486,6.247,0.0016,312.89,6.1128,75.306
490,1,5,5,10,28,5.0311,74.238,74.245,74.246,11.534,11.516,11.504,11.503,99.769,11.499,91.877,11.5,11.495,56.844,11.496,11.494,11.493,11.494,11.493,11.492,11.492,11.492,11.5,11.492,11.493,18.826,265.69,74.118,74.005,112.5,6.2668,6.2647,0.0021,313.51,6.1295,74.436
491,1,5,17,10,29,5.2043,71.415,71.421,71.426,79.261,63.021,10.405,10.393,70.091,49.654,20.568,21.571,39.867,45.847,51.756,96.533,95.37,10.41,10.398,28.022,10.389,10.387,81.079,100.01,58.391,16239.42,265.59,71.265,70.976,289.1,6.4266,6.4231,0.0035,313.24,6.2857,71.751
492,1,5,5,11,29,5.4236,74.368,74.372,74.375,11.707,11.687,11.677,11.674,11.671,11.671,11.67,11.669,11.67,11.686,11.671,11.715,11.671,11.672,11.673,11.673,11.686,11.672,11.671,11.672,11.672,20.076,265.34,74.24,74.135,104.68,6.3243,6.3221,0.0022,312.86,6.1882,74.554
493,1,5,5,12,29,4.6969,75.177,75.188,75.192,12.078,12.055,12.043,12.038,12.034,12.033,12.034,12.034,12.031,12.034,12.033,12.033,12.033,12.034,12.034,12.034,12.034,12.035,12.035,12.035,12.034,23.017,265.45,75.119,75.095,24.033,6.2465,6.2446,0.0019,312.97,6.1118,75.278
494,1,5,5,13,29,4.7929,75.258,75.269,75.268,12.334,12.31,12.299,12.294,12.29,12.29,12.289,12.289,12.289,12.288,12.288,12.29,12.29,12.291,12.29,12.291,12.291,12.291,12.291,12.292,12.292,24.909,265.08,75.238,75.272,33.951,6.3141,6.3118,0.0023,312.46,6.1772,75.302
495,1,5,5,14,29,4.6707,75.05,75.057,75.057,12.29,12.266,12.254,12.249,12.247,12.246,12.245,12.246,12.248,12.248,12.247,12.247,12.248,12.248,12.249,12.247,12.248,12.249,12.249,12.249,12.249,24.73,265.07,75.007,74.99,17.021,6.3021,6.3005,0.0017,312.56,6.1665,75.132
496,1,5,5,15,29,4.6953,74.871,74.872,74.871,12.175,12.151,12.139,12.136,12.133,12.131,12.131,12.132,12.133,12.133,12.132,12.132,12.131,12.133,12.134,12.134,12.133,12.134,12.134,12.134,12.134,24.115,265.31,74.843,74.834,9.0027,6.2538,6.2524,0.0014,312.85,6.1187,74.95
497,1,5,5,16,29,4.5623,74.788,74.794,74.796,11.924,11.901,11.889,11.884,11.883,11.882,11.883,11.88,11.883,11.883,11.883,11.882,11.882,11.884,11.884,11.883,11.884,11.884,11.884,11.884,11.884,23.564,266.04,74.797,74.779,18.692,6.1122,6.1104,0.0018,313.56,5.9759,74.877
498,1,5,5,17,29,4.4294,74.828,74.836,74.835,11.925,11.901,11.89,11.885,11.883,11.882,11.88,11.881,11.88,11.881,11.881,11.882,11.882,11.883,11.883,11.882,11.882,11.882,11.883,11.884,11.884,23.851,266.04,74.803,74.905,101.78,6.1084,6.1058,0.0026,313.55,5.9711,74.903
499,1,5,5,18,29,4.3714,74.925,74.927,74.93,11.919,11.896,11.885,11.88,11.878,11.877,11.878,11.879,11.879,11.878,11.879,11.88,11.88,11.88,11.88,11.88,11.881,11.88,11.88,11.881,11.881,22.581,266,74.901,74.921,20.37,6.0935,6.0919,0.0016,313.57,5.9581,74.991
500,1,5,5,19,29,4.1415,75.003,75.008,75.005,11.947,11.924,11.917,11.913,11.911,11.911,11.91,11.911,11.913,11.912,11.912,11.913,11.914,11.914,11.913,11.915,11.916,11.915,11.915,11.914,11.914,23.877,265.93,75,74.986,13.901,6.0999,6.0978,0.0021,313.4,5.9655,75.063
501,1,5,5,20,29,3.9969,75.012,75.015,75.012,11.887,11.866,11.858,11.854,11.853,11.854,11.853,11.854,11.854,11.854,11.855,11.856,11.856,11.857,11.856,11.856,11.856,11.857,11.857,11.856,11.857,21.349,266.12,75.001,75.022,20.844,6.0631,6.0608,0.0023,313.58,5.9261,75.07
502,1,5,5,21,29,4.4474,74.944,74.948,74.943,11.926,11.903,11.894,11.89,11.889,11.889,11.888,11.889,11.89,11.889,11.888,11.89,11.891,11.89,11.89,11.89,11.89,11.892,11.891,11.891,11.892,22.816,266.05,74.943,74.935,8.5449,6.0876,6.0854,0.0022,313.55,5.9505,74.997
503,1,5,5,22,29,4.124,74.817,74.818,74.823,11.973,11.95,11.939,11.933,11.933,11.932,11.932,11.933,11.933,11.932,11.932,11.932,11.934,11.935,11.934,11.934,11.935,11.936,11.936,11.935,11.936,23.295,265.88,74.809,74.806,2.2888,6.132,6.1309,0.0011,313.35,5.9974,74.875
504,1,5,5,23,29,4.1765,74.702,74.702,74.701,11.978,11.955,11.945,11.942,11.941,11.94,11.939,11.94,11.94,11.941,11.941,11.94,11.941,11.942,11.942,11.943,11.943,11.942,11.942,11.942,11.943,23.46,265.77,74.677,74.698,21.454,6.1662,6.1639,0.0023,313.26,6.0295,74.765
505,1,5,5,24,29,4.4074,74.7,74.698,74.695,12.968,12.944,12.934,12.93,12.929,12.928,12.928,12.928,12.929,12.928,12.929,12.93,12.931,12.93,12.93,12.929,12.929,12.93,12.93,12.93,12.93,23.656,263.61,74.678,74.671,6.9427,6.7243,6.7228,0.0015,310.83,6.5883,74.771
506,1,5,5,25,29,4.4302,74.785,74.794,74.798,51.413,61.516,63.966,59.846,63.968,61.787,59.931,58.402,63.98,63.913,63.907,63.972,54.707,63.947,63.964,50.26,61.716,63.965,62.792,63.423,63.864,10102.14,255.89,74.753,74.784,31.204,10.001,10.001,0,302.58,11.293,74.861
507,1,5,5,26,29,4.4647,74.93,74.937,74.936,26.868,26.837,26.819,26.81,26.804,26.801,26.8,26.801,26.802,26.8,26.8,26.801,26.8,26.8,26.801,26.801,26.801,26.8,26.802,26.801,26.8,31.436,255.45,74.999,75.027,28.168,10.001,10.001,0,302.05,11.807,74.986
508,1,5,5,27,29,4.5247,74.867,74.866,74.873,15.484,15.454,15.44,15.433,15.43,15.428,15.427,15.427,15.427,15.427,15.428,15.427,15.428,15.429,15.428,15.428,15.428,15.429,15.43,15.429,15.429,30.726,262.38,74.798,74.772,25.33,7.6587,7.6567,0.002,309.52,7.5225,74.959
509,1,5,5,28,29,4.4114,74.018,74.022,74.023,23.321,23.207,23.172,23.158,23.15,23.172,23.146,23.145,23.146,23.144,23.156,23.185,23.144,23.144,23.144,23.145,23.146,23.146,23.16,23.145,23.145,113.87,256.67,73.898,73.784,114.36,10.001,10.001,0,303.38,10.938,74.205
510,1,5,6,29,29,4.8573,71.037,71.046,71.05,100.01,69.402,59.558,33.271,24.962,24.947,93.666,100.01,94.628,100.01,100.01,25.004,100.01,73.344,24.989,73.249,84.914,36.438,24.967,65.928,100.01,30604.98,254.75,70.898,70.614,283.93,10.001,10.001,0,301.62,13.131,71.359
511,1,5,9,28,30,4.5338,70.798,70.804,70.808,89.476,87.448,82.758,98.52,94.348,75.446,91.439,75.261,92.672,99.667,78.329,92.61,97.384,89.536,91.085,76.981,95.063,76.862,91.696,93.772,91.172,2028.54,235.33,70.663,70.366,297.71,10.001,10.001,0,280.57,36.355,71.119
512,1,5,6,27,30,4.8637,73.78,73.788,73.788,96.294,99.682,99.201,100.01,100.01,96.27,100.01,99.59,99.603,96.125,100.01,100.01,100.01,100.01,97.823,100.01,99.012,95.773,92.89,98.87,100.01,3388.3,240.14,73.661,73.536,124.44,10.001,10.001,0,285.57,37.675,73.981
513,1,5,5,26,30,4.3397,74.705,74.702,74.713,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,230.9,74.627,74.569,57.144,10.001,10.001,0,275.93,41.376,74.813
514,1,5,5,25,30,4.6236,74.925,74.927,74.928,94.761,94.587,94.501,94.46,94.438,94.426,94.419,94.416,94.415,94.413,94.413,94.412,94.411,94.41,94.411,94.412,94.411,94.411,94.412,94.411,94.411,174.88,233.28,74.92,74.927,6.7139,10.001,10.001,0,278.4,37.122,74.978
515,1,5,5,24,30,4.8613,74.93,74.941,74.938,51.958,47.662,50.547,50.832,56.075,45.127,48.703,45.976,46.494,49.136,49.683,46.259,47.775,46.748,45.484,45.842,49.16,52.718,55.676,50.085,48.57,4296.01,246.78,74.934,74.965,31.815,10.001,10.001,0,292.77,18.807,74.982
516,1,5,5,23,30,4.2546,74.918,74.922,74.923,11.959,11.934,11.924,11.921,11.918,11.917,11.918,11.917,11.917,11.917,11.917,11.917,11.918,11.918,11.918,11.918,11.918,11.919,11.92,11.919,11.919,24.25,265.78,74.904,74.922,18.158,6.1602,6.1582,0.002,313.25,6.0247,74.992
517,1,5,5,22,30,4.1533,74.99,74.999,75.001,11.946,11.921,11.91,11.906,11.903,11.901,11.902,11.902,11.903,11.903,11.902,11.903,11.903,11.905,11.906,11.906,11.904,11.905,11.905,11.905,11.905,24.693,265.9,74.962,74.98,17.776,6.1333,6.1311,0.0023,313.42,5.9963,75.061
518,1,5,5,21,30,4.0837,75.086,75.096,75.095,11.914,11.89,11.881,11.878,11.876,11.875,11.874,11.875,11.875,11.875,11.874,11.876,11.876,11.878,11.875,11.877,11.878,11.878,11.876,11.878,11.877,23.619,265.97,75.064,75.123,59.586,6.1013,6.0994,0.002,313.49,5.966,75.156
519,1,5,5,20,30,4.2124,75.144,75.145,75.146,11.868,11.849,11.841,11.838,11.836,11.835,11.835,11.836,11.836,11.836,11.836,11.836,11.838,11.838,11.839,11.839,11.839,11.838,11.838,11.84,11.839,19.149,266.13,75.139,75.152,13.046,6.0756,6.0742,0.0015,313.6,5.9402,75.214
520,1,5,5,19,30,4.2001,75.148,75.149,75.151,11.924,11.9,11.891,11.887,11.886,11.885,11.885,11.886,11.886,11.885,11.886,11.887,11.886,11.886,11.887,11.889,11.886,11.887,11.888,11.889,11.889,23.765,265.95,75.12,75.153,33.112,6.1037,6.1018,0.0018,313.46,5.968,75.211
521,1,5,5,18,30,4.6626,75.101,75.108,75.104,11.877,11.854,11.841,11.835,11.833,11.832,11.832,11.832,11.833,11.833,11.834,11.832,11.832,11.834,11.835,11.834,11.834,11.834,11.834,11.834,11.834,22.849,266.09,75.098,75.081,16.708,6.0845,6.0819,0.0026,313.65,5.9488,75.173
522,1,5,5,17,30,4.1919,75.049,75.056,75.054,11.866,11.843,11.829,11.822,11.819,11.816,11.814,11.815,11.815,11.816,11.816,11.815,11.814,11.814,11.814,11.815,11.816,11.815,11.816,11.816,11.816,23.437,266.18,75.016,75.076,59.738,6.0785,6.0763,0.0022,314,5.9423,75.123
523,1,5,5,16,30,4.4126,75.043,75.048,75.044,11.836,11.813,11.802,11.797,11.794,11.792,11.79,11.791,11.791,11.793,11.793,11.793,11.792,11.792,11.792,11.792,11.793,11.793,11.793,11.793,11.795,23.236,266.24,75.022,75.035,13.809,6.0657,6.0631,0.0025,313.92,5.9293,75.123
524,1,5,5,15,30,4.4062,75.134,75.142,75.141,12.21,12.155,12.204,12.137,12.135,12.17,12.139,12.169,12.183,12.19,12.138,12.13,12.158,12.137,12.132,12.168,12.155,12.143,12.135,12.132,12.2,54.542,265.38,75.101,75.209,108.11,6.2446,6.2422,0.0024,312.88,6.1087,75.207
525,1,5,5,14,30,4.6073,75.214,75.216,75.207,12.18,12.159,12.147,12.143,12.14,12.136,12.136,12.136,12.137,12.137,12.137,12.136,12.137,12.137,12.138,12.138,12.138,12.138,12.138,12.139,12.14,20.957,265.34,75.264,75.206,57.907,6.267,6.265,0.002,312.9,6.1316,75.25
526,1,5,5,13,30,4.3546,75,75.012,75.013,11.977,11.956,11.943,11.935,11.932,11.93,11.929,11.928,11.929,11.929,11.928,11.928,11.93,11.93,11.929,11.93,11.931,11.931,11.93,11.931,11.93,21.306,265.58,74.925,74.887,37.231,6.2432,6.2416,0.0017,313.18,6.1073,75.11
527,1,5,5,12,30,4.9867,74.124,74.13,74.132,11.386,11.367,11.358,11.354,11.352,11.351,11.35,11.35,11.351,11.352,11.351,11.351,11.351,11.352,11.353,11.352,11.352,11.353,11.353,11.353,11.354,18.973,266.02,73.988,73.868,119.79,6.2075,6.2059,0.0017,313.71,6.0729,74.32
528,1,5,11,11,30,5.0541,71.207,71.214,71.215,70.343,10.457,31.018,61.655,78.7,100.01,68.126,20.772,84.223,82.859,33.391,96.287,76.611,36.026,89.922,100.01,98.392,10.47,10.609,90.829,90.014,59886.06,265.13,71.058,70.753,305.34,6.5205,6.5173,0.0032,312.53,6.382,71.557
529,1,1,1,13,31,4.5437,73.304,73.307,73.31,11.017,10.999,10.989,10.984,10.982,10.981,10.981,10.981,10.982,10.982,10.982,10.982,10.982,11.018,11.034,10.984,10.983,10.983,10.983,10.984,10.984,18.259,266.13,73.16,73.003,157.04,6.219,6.217,0.002,313.82,6.0815,73.541
530,1,5,5,14,31,4.4469,74.493,74.498,74.498,11.618,11.598,11.587,11.582,11.58,11.578,11.578,11.578,11.579,11.578,11.577,11.578,11.579,11.578,11.579,11.58,11.581,11.579,11.579,11.581,11.581,20.441,265.79,74.398,74.329,68.665,6.2083,6.2064,0.0019,313.34,6.0721,74.63
531,1,5,5,15,31,4.3914,74.857,74.86,74.863,12.457,12.433,12.419,12.413,12.411,12.41,12.408,12.408,12.407,12.407,12.409,12.409,12.41,12.409,12.41,12.41,12.41,12.41,12.41,12.412,12.411,23.723,264.77,74.814,74.802,12.207,6.4565,6.4544,0.0021,312.09,6.3201,74.964
532,1,5,5,16,31,4.4173,74.985,74.985,74.99,11.529,11.507,11.496,11.491,11.487,11.486,11.486,11.486,11.486,11.485,11.486,11.488,11.486,11.487,11.487,11.488,11.488,11.489,11.489,11.489,11.489,22.563,266.76,74.946,74.947,1.7548,5.9823,5.9803,0.002,314.45,5.8466,75.084
533,1,5,5,17,31,4.282,75.052,75.06,75.063,11.626,11.602,11.59,11.585,11.582,11.58,11.58,11.581,11.581,11.582,11.581,11.581,11.581,11.582,11.583,11.583,11.584,11.585,11.584,11.583,11.583,23.838,266.48,75.01,75.096,85.388,6.0224,6.0202,0.0021,314.17,5.8884,75.144
534,1,5,5,18,31,4.2767,75.11,75.107,75.115,11.672,11.648,11.638,11.633,11.63,11.63,11.629,11.629,11.63,11.63,11.63,11.631,11.631,11.631,11.63,11.631,11.632,11.632,11.631,11.631,11.633,23.599,266.33,75.081,75.121,40.131,6.0494,6.0473,0.002,313.97,5.9127,75.205
535,1,5,5,19,31,4.0277,75.098,75.102,75.1,11.707,11.685,11.674,11.668,11.667,11.666,11.666,11.666,11.667,11.668,11.667,11.666,11.666,11.667,11.668,11.668,11.669,11.669,11.668,11.669,11.669,22.74,266.21,75.061,75.115,54.703,6.0763,6.0734,0.0028,313.81,5.9403,75.201
536,1,5,5,20,31,3.9764,75.068,75.073,75.074,11.666,11.645,11.634,11.628,11.626,11.626,11.626,11.627,11.626,11.627,11.627,11.626,11.629,11.629,11.629,11.628,11.628,11.628,11.629,11.629,11.63,20.299,266.28,75.04,75.041,0.6104,6.0621,6.0598,0.0023,313.88,5.9262,75.174
537,1,5,5,21,31,4.0508,75.04,75.039,75.035,11.743,11.721,11.708,11.701,11.699,11.698,11.698,11.699,11.699,11.699,11.699,11.7,11.698,11.698,11.7,11.701,11.701,11.701,11.701,11.701,11.702,22.615,266.11,75.256,74.999,256.88,6.1083,6.1059,0.0025,313.65,5.9727,75.145
538,1,5,5,22,31,3.8351,74.917,74.917,74.918,11.773,11.75,11.738,11.732,11.729,11.727,11.726,11.727,11.727,11.727,11.728,11.729,11.729,11.728,11.728,11.728,11.729,11.729,11.729,11.729,11.729,23.23,265.88,74.875,74.853,22.202,6.1445,6.1428,0.0017,313.49,6.0094,75.022
539,1,5,5,23,31,3.9135,74.753,74.758,74.755,11.723,11.699,11.687,11.683,11.681,11.679,11.679,11.68,11.68,11.68,11.68,11.68,11.679,11.681,11.682,11.681,11.681,11.681,11.683,11.682,11.681,24.513,265.94,74.714,74.695,19.15,6.1548,6.1525,0.0023,313.46,6.0186,74.873
540,1,5,5,24,31,5.8147,74.469,74.479,74.476,96.58,96.366,96.259,96.204,96.173,96.155,96.14,96.135,96.127,96.125,96.124,96.121,96.121,96.121,96.121,96.117,96.116,96.116,96.114,96.111,96.109,214.2,232.6,74.355,74.32,35.324,10.001,10.001,0,277.67,38.612,74.547
541,1,5,6,25,31,4.2385,73.509,73.514,73.517,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,226.81,73.417,73.363,54.55,10.001,10.001,0,271.71,50.797,73.606
542,1,5,6,26,31,4.3107,71.826,71.832,71.834,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,225.91,71.672,71.519,152.91,10.001,10.001,0,270.65,54.058,72.007
543,1,1,1,20,32,3.9545,73.013,73.02,73.019,10.824,10.8,10.79,10.786,10.783,10.781,10.78,10.78,10.782,10.781,10.781,10.78,10.783,10.783,10.782,10.782,10.784,10.782,10.784,10.784,10.783,23.066,265.68,72.961,72.871,89.569,6.2539,6.2517,0.0022,313.21,6.1182,73.159
544,1,1,1,19,32,4.1075,73.043,73.05,73.052,10.9,10.876,10.864,10.858,10.854,10.854,10.853,10.871,10.852,10.851,10.852,10.853,10.853,10.853,10.854,10.853,10.854,10.854,10.855,10.855,10.853,24.063,265.6,72.992,72.873,119.32,6.2849,6.2825,0.0024,313.07,6.1488,73.193
545,1,1,1,18,32,4.2725,73.082,73.085,73.083,10.871,10.85,10.839,10.834,10.832,10.832,10.832,10.832,10.832,10.833,10.834,10.833,10.833,10.834,10.834,10.835,10.834,10.835,10.836,10.835,10.834,21.524,265.57,73.035,73.02,14.954,6.2746,6.2727,0.0018,313.23,6.1396,73.247
546,1,1,1,17,32,4.3724,72.912,72.916,72.915,10.682,10.659,10.648,10.643,10.641,10.639,10.64,10.64,10.64,10.64,10.64,10.64,10.641,10.641,10.641,10.642,10.643,10.643,10.644,10.643,10.643,23.716,266,72.865,72.842,23.422,6.2016,6.1992,0.0024,313.76,6.0651,73.081
547,1,1,1,16,32,4.4813,72.736,72.745,72.744,10.594,10.573,10.561,10.557,10.555,10.555,10.555,10.556,10.556,10.556,10.556,10.557,10.557,10.557,10.558,10.558,10.559,10.558,10.558,10.558,10.557,21.135,266.33,72.696,72.655,40.588,6.1605,6.1585,0.002,313.98,6.0248,72.903
548,1,1,1,15,32,4.5401,72.468,72.465,72.475,10.53,10.508,10.498,10.494,10.492,10.493,10.493,10.492,10.492,10.492,10.493,10.495,10.494,10.493,10.494,10.495,10.495,10.495,10.495,10.495,10.495,21.881,266.52,72.409,72.326,83.008,6.162,6.1593,0.0028,314.1,6.0264,72.614
549,1,5,6,14,32,4.5055,70.792,70.797,70.8,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,265.83,70.665,70.12,544.62,10.001,10.001,0,313.87,100.01,71.144
