Tester ID/Tester Station:RGT-3120
Computer Name           :DESKTOP-USUQBTQ
Handler/Prober Name     :UF2000
Temperature: 023.8C
Production ID           :JBS LLD 71V
Test Program Name       :C:\POWORLD\RGT.Net\Recipes\LLD_71V_Eng_Run_04302026.TestPg
Device Name             :JBS LLD 71V
Lot ID                  :N64S03A03
Wafer ID                :N64S03A03
Probe Card No           :11-02626B
Load Board No           :CP5
SFT                     :
OPERATOR                :A000697
Test Start Date         :Wed May 13 12:03:20 2026
Test End Date           :Wed May 13 12:16:48 2026
Fail Retest Rate        :
Sequence All ON         :ON
PreLoad Pat(Time)       :
Craft Current User      :
Craft Version           :
OutPut TDO              :C:\DataLog\Report\LLD_71V_Eng_Run_04302026\N64S03A_OD75um
Run Card No             :N64S03A_OD75um
Rom Code                :



 Sample   Pass   Pass%   Fail   Fail%
    549     28     5.1    521    94.9

,,,,,,Contact2[Step1],VZ[Step2],VZ[Step3],VZ[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],IR0[Step4],Calculate[Step4],VFSDS[Step5],VZ[Step6],VZ[Step6],Calculate[Step6],IR[Step7],IR[Step7],Calculate[Step7],VFSDS[Step8],IR[Step9],VZ[Step10]
467,1,5,5,27,27,4.0961,74.924,74.925,74.929,12.378,12.355,12.345,12.34,12.337,12.337,12.337,12.337,12.338,12.338,12.338,12.339,12.339,12.339,12.339,12.339,12.339,12.341,12.341,12.341,12.342,22.921,265.14,74.877,74.879,1.6022,6.3414,6.3394,0.002,312.66,6.196,74.999
468,1,5,5,28,27,3.6664,75.155,75.159,75.158,12.265,12.242,12.23,12.225,12.223,12.223,12.222,12.222,12.222,12.223,12.223,12.224,12.223,12.224,12.225,12.225,12.225,12.224,12.226,12.226,12.226,23.392,265.5,75.126,75.121,4.1199,6.2607,6.259,0.0017,312.96,6.116,75.223
469,1,5,5,29,27,3.6304,75.074,75.074,75.078,12.289,12.265,12.251,12.243,12.238,12.235,12.234,12.233,12.234,12.234,12.233,12.233,12.233,12.233,12.234,12.233,12.234,12.235,12.234,12.234,12.234,23.877,265.27,74.999,74.952,46.471,6.34,6.3376,0.0024,312.76,6.1953,75.182
470,1,1,1,30,27,3.7451,73.619,73.625,73.626,11.821,11.8,11.789,11.783,11.832,11.778,11.777,11.777,11.777,11.777,11.778,11.778,11.777,11.777,11.777,11.777,11.778,11.78,11.781,11.778,11.778,20.957,264.63,73.478,73.34,137.87,6.5637,6.5612,0.0025,312.15,6.4176,73.847
471,1,5,5,29,28,3.6477,74.157,74.165,74.164,15.644,15.573,15.552,15.541,15.561,15.56,15.53,15.53,15.551,15.551,15.53,15.546,15.591,15.578,15.53,15.531,15.531,15.532,15.532,15.531,15.531,70.662,260.69,74.023,73.908,114.3,8.1661,8.164,0.0021,307.79,8.0234,74.348
472,1,5,5,28,28,4.0412,75.144,75.151,75.144,12.679,12.654,12.641,12.636,12.633,12.632,12.632,12.632,12.631,12.632,12.633,12.632,12.632,12.632,12.632,12.631,12.633,12.634,12.634,12.634,12.633,24.468,264.4,75.079,75.046,33.34,6.5331,6.5311,0.002,311.68,6.3901,75.211
473,1,5,5,27,28,4.2822,75.118,75.131,75.126,12.524,12.499,12.488,12.483,12.483,12.482,12.482,12.481,12.481,12.482,12.482,12.482,12.482,12.482,12.482,12.482,12.483,12.483,12.484,12.484,12.483,24.162,264.79,75.086,75.082,4.5013,6.4056,6.4042,0.0015,312.2,6.264,75.191
474,1,5,5,26,28,3.91,74.904,74.91,74.907,12.787,12.763,12.752,12.749,12.747,12.747,12.746,12.746,12.746,12.747,12.748,12.749,12.749,12.749,12.748,12.751,12.751,12.75,12.75,12.75,12.749,23.973,264.04,74.861,74.857,4.5776,6.5761,6.5746,0.0015,311.34,6.4344,74.975
475,1,5,5,25,28,4.2439,74.715,74.721,74.72,12.814,12.791,12.783,12.781,12.781,12.781,12.782,12.781,12.781,12.781,12.783,12.783,12.782,12.783,12.784,12.784,12.784,12.784,12.785,12.785,12.784,22.755,263.94,74.68,74.699,19.073,6.6019,6.6008,0.0011,311.23,6.4621,74.781
476,1,5,5,24,28,4.2151,74.631,74.634,74.636,12.634,12.609,12.6,12.597,12.596,12.595,12.595,12.595,12.594,12.595,12.598,12.597,12.597,12.597,12.598,12.596,12.599,12.599,12.599,12.598,12.598,24.818,264.48,74.632,74.744,112.55,6.48,6.4783,0.0017,311.79,6.3406,74.693
477,1,5,5,23,28,4.3145,74.687,74.684,74.685,12.518,12.494,12.483,12.479,12.478,12.477,12.477,12.478,12.478,12.479,12.479,12.48,12.479,12.478,12.478,12.48,12.48,12.481,12.478,12.479,12.481,23.376,264.86,74.679,74.688,8.5602,6.3856,6.3837,0.0018,312.17,6.2454,74.726
478,1,5,5,22,28,4.5636,74.803,74.8,74.803,12.507,12.484,12.473,12.467,12.465,12.463,12.464,12.465,12.465,12.465,12.464,12.465,12.466,12.467,12.467,12.467,12.467,12.468,12.467,12.467,12.468,22.916,264.9,74.827,74.836,9.3842,6.361,6.3584,0.0026,312.24,6.2202,74.838
479,1,5,5,21,28,4.7035,74.923,74.927,74.926,12.461,12.438,12.427,12.421,12.418,12.418,12.417,12.418,12.418,12.418,12.418,12.42,12.421,12.42,12.42,12.42,12.42,12.42,12.421,12.42,12.42,22.629,264.98,74.931,74.951,20.37,6.3265,6.3244,0.0021,312.33,6.1861,74.967
480,1,5,5,20,28,4.8971,74.989,74.996,74.993,12.399,12.376,12.365,12.362,12.359,12.359,12.36,12.359,12.36,12.359,12.359,12.36,12.361,12.362,12.362,12.36,12.361,12.362,12.363,12.361,12.361,22.575,265.09,75.006,75.016,9.613,6.2866,6.2846,0.0019,312.56,6.1474,75.031
481,1,5,5,19,28,4.7098,74.987,74.989,74.993,12.445,12.419,12.407,12.403,12.401,12.399,12.399,12.401,12.401,12.401,12.401,12.4,12.4,12.401,12.403,12.403,12.404,12.403,12.403,12.403,12.403,25.364,265,74.966,74.982,16.106,6.3142,6.3124,0.0018,312.32,6.1744,75.026
482,1,5,5,18,28,4.6081,74.892,74.888,74.893,12.403,12.378,12.368,12.362,12.359,12.359,12.358,12.358,12.359,12.358,12.358,12.358,12.359,12.359,12.36,12.36,12.36,12.361,12.36,12.36,12.362,25.123,265.03,74.852,74.869,17.166,6.3141,6.312,0.002,312.47,6.1743,74.954
483,1,5,5,17,28,4.1166,74.737,74.744,74.742,12.4,12.376,12.365,12.359,12.358,12.356,12.356,12.356,12.357,12.357,12.357,12.357,12.357,12.358,12.358,12.36,12.36,12.359,12.358,12.36,12.36,24.978,264.92,74.698,74.725,27.176,6.3365,6.3345,0.002,312.35,6.1964,74.81
484,1,5,5,16,28,4.0112,74.641,74.645,74.642,12.41,12.387,12.375,12.371,12.37,12.37,12.37,12.37,12.371,12.371,12.372,12.372,12.371,12.373,12.373,12.373,12.373,12.373,12.373,12.374,12.375,22.983,264.99,74.619,74.625,6.6376,6.3518,6.35,0.0018,312.39,6.2133,74.7
485,1,5,5,15,28,3.9428,74.632,74.633,74.635,12.611,12.587,12.577,12.573,12.573,12.572,12.572,12.571,12.572,12.571,12.572,12.573,12.573,12.573,12.573,12.573,12.573,12.574,12.574,12.574,12.573,24.166,264.48,74.605,74.645,39.902,6.468,6.4657,0.0023,311.8,6.3288,74.707
486,1,5,5,14,28,3.9098,74.74,74.744,74.741,12.796,12.774,12.764,12.759,12.756,12.754,12.752,12.75,12.749,12.748,12.747,12.747,12.746,12.745,12.745,12.744,12.742,12.742,12.742,12.743,12.742,22.097,264.07,74.706,74.692,13.26,6.5667,6.5643,0.0024,311.29,6.4279,74.82
487,1,5,5,13,28,3.9046,74.949,74.952,74.953,12.811,12.787,12.773,12.767,12.765,12.763,12.762,12.763,12.764,12.763,12.763,12.763,12.763,12.762,12.763,12.763,12.762,12.762,12.763,12.763,12.763,24.296,263.95,74.899,74.88,19.226,6.5644,6.5624,0.0021,311.27,6.4246,75.026
488,1,5,5,12,28,3.8711,75.192,75.191,75.195,12.702,12.674,12.661,12.655,12.652,12.65,12.649,12.648,12.649,12.649,12.649,12.649,12.648,12.648,12.649,12.649,12.648,12.649,12.649,12.649,12.651,28.18,264.29,75.156,75.125,30.899,6.4938,6.4922,0.0016,311.48,6.3563,75.245
489,1,5,5,11,28,4.2155,75.123,75.129,75.127,12.906,12.88,12.864,12.857,12.853,12.852,12.85,12.849,12.849,12.849,12.849,12.848,12.847,12.847,12.847,12.848,12.848,12.85,12.848,12.848,12.848,26.656,263.58,75.072,75.311,238.65,6.6774,6.6756,0.0018,310.85,6.5392,75.212
490,1,5,5,10,28,4.745,74.163,74.168,74.168,21.144,21.017,21,20.979,20.988,20.954,20.95,20.954,20.964,20.977,20.957,20.945,20.944,20.944,20.968,20.942,20.984,20.936,20.935,20.971,20.972,127.31,256.9,74.039,73.923,115.97,10.001,10.001,0,303.8,10.217,74.356
491,1,5,6,10,29,4.0795,70.927,70.935,70.936,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,237.62,70.751,70.52,231.12,10.001,10.001,0,282.96,40.886,71.178
492,1,5,5,11,29,3.8045,74.226,74.234,74.236,12.841,12.817,12.81,12.8,12.81,12.797,12.796,12.795,12.798,12.798,12.797,12.797,12.797,12.797,12.797,12.797,12.799,12.798,12.798,12.799,12.799,24.224,262.58,74.105,73.996,109.2,6.9808,6.9791,0.0017,309.66,6.8431,74.415
493,1,5,5,12,29,3.8183,75.071,75.075,75.067,12.653,12.63,12.617,12.61,12.607,12.606,12.605,12.605,12.605,12.605,12.607,12.606,12.606,12.606,12.606,12.607,12.608,12.609,12.609,12.608,12.607,22.474,264.12,74.986,74.977,8.7814,6.5594,6.5571,0.0023,311.43,6.4228,75.164
494,1,5,5,13,29,3.8702,75.161,75.164,75.168,12.781,12.754,12.741,12.735,12.732,12.731,12.73,12.729,12.73,12.73,12.731,12.73,12.731,12.731,12.73,12.73,12.732,12.732,12.731,12.73,12.731,27.119,264.11,75.131,75.12,11.444,6.5438,6.542,0.0018,311.4,6.4071,75.211
495,1,5,5,14,29,4.0513,74.973,74.973,74.973,12.846,12.82,12.808,12.803,12.802,12.8,12.799,12.799,12.8,12.801,12.8,12.801,12.8,12.8,12.8,12.8,12.8,12.801,12.801,12.801,12.8,25.69,263.94,74.924,74.902,21.439,6.5918,6.5896,0.0022,311.23,6.4544,75.053
496,1,5,5,15,29,4.1874,74.81,74.81,74.816,12.781,12.755,12.744,12.74,12.738,12.737,12.737,12.736,12.736,12.738,12.738,12.737,12.738,12.738,12.739,12.739,12.74,12.74,12.741,12.741,12.741,26.509,263.97,74.783,74.789,6.3324,6.5668,6.5643,0.0024,311.34,6.4291,74.894
497,1,5,5,16,29,4.0145,74.753,74.759,74.759,12.427,12.405,12.393,12.389,12.388,12.388,12.388,12.389,12.389,12.39,12.391,12.392,12.392,12.391,12.393,12.393,12.394,12.395,12.395,12.395,12.395,21.624,264.98,74.725,74.754,28.992,6.3663,6.3641,0.0022,312.33,6.2287,74.837
498,1,5,5,17,29,4.2175,74.811,74.815,74.814,12.456,12.431,12.418,12.413,12.41,12.409,12.408,12.408,12.408,12.41,12.41,12.41,12.41,12.41,12.409,12.41,12.41,12.412,12.412,12.411,12.411,25.328,264.92,74.785,74.827,41.885,6.3648,6.3629,0.0019,312.35,6.2277,74.878
499,1,5,5,18,29,4.6774,74.914,74.915,74.915,12.49,12.465,12.454,12.451,12.448,12.448,12.447,12.448,12.449,12.448,12.448,12.449,12.449,12.449,12.45,12.449,12.45,12.449,12.45,12.45,12.451,24.59,264.8,74.882,74.89,7.6294,6.367,6.3647,0.0024,312.24,6.2294,74.98
500,1,5,5,19,29,4.5334,74.988,74.99,74.992,12.558,12.536,12.526,12.521,12.518,12.519,12.52,12.518,12.518,12.519,12.52,12.521,12.521,12.521,12.521,12.521,12.521,12.522,12.522,12.523,12.522,22.144,264.7,74.97,74.987,16.785,6.3908,6.389,0.0018,312.04,6.2543,75.052
501,1,5,5,20,29,5.209,74.99,74.994,74.996,12.495,12.47,12.462,12.459,12.459,12.458,12.457,12.456,12.458,12.458,12.458,12.458,12.458,12.458,12.46,12.459,12.459,12.459,12.46,12.46,12.46,24.05,264.89,74.977,75.002,24.506,6.3499,6.3475,0.0023,312.36,6.2126,75.054
502,1,5,5,21,29,5.1374,74.942,74.941,74.944,12.55,12.525,12.514,12.509,12.507,12.508,12.508,12.508,12.507,12.507,12.508,12.508,12.509,12.51,12.51,12.511,12.51,12.508,12.51,12.51,12.511,24.793,264.77,74.919,74.937,17.929,6.382,6.3809,0.0012,312.21,6.2463,74.999
503,1,5,5,22,29,4.7303,74.839,74.84,74.843,12.581,12.557,12.546,12.541,12.539,12.539,12.537,12.536,12.539,12.539,12.539,12.538,12.54,12.54,12.54,12.539,12.54,12.541,12.54,12.541,12.54,24.171,264.71,74.888,74.833,54.703,6.4151,6.4137,0.0014,312.07,6.2783,74.906
504,1,5,5,23,29,4.3934,74.766,74.766,74.769,12.564,12.541,12.53,12.526,12.523,12.523,12.523,12.523,12.523,12.523,12.522,12.524,12.523,12.525,12.525,12.526,12.526,12.525,12.525,12.525,12.527,23.168,264.55,74.748,74.759,11.215,6.4345,6.4326,0.002,311.96,6.2966,74.837
505,1,5,5,24,29,4.7784,74.794,74.8,74.802,12.936,12.912,12.9,12.895,12.893,12.892,12.893,12.892,12.892,12.893,12.893,12.893,12.894,12.893,12.896,12.895,12.895,12.894,12.896,12.896,12.897,24.104,263.61,74.775,74.818,43.488,6.6653,6.663,0.0022,310.96,6.5292,74.87
506,1,5,5,25,29,4.2983,74.93,74.93,74.931,46.218,46.187,46.16,46.145,46.137,46.132,46.13,46.128,46.129,46.129,46.128,46.128,46.128,46.128,46.128,46.128,46.128,46.129,46.128,46.128,46.127,31.727,246.32,74.895,74.9,4.6539,10.001,10.001,0,292.25,19.2,75.006
507,1,5,5,26,29,5.4256,75.107,75.113,75.112,42.281,42.239,42.21,42.192,42.184,42.178,42.176,42.174,42.173,42.173,42.173,42.172,42.173,42.174,42.173,42.173,42.171,42.173,42.174,42.173,42.173,42.528,247.83,75.085,75.087,2.1362,10.001,10.001,0,294.07,17.64,75.169
508,1,5,5,27,29,5.0108,75.076,75.077,75.077,26.535,26.461,26.427,26.409,26.401,26.398,26.397,26.395,26.395,26.395,26.396,26.395,26.395,26.394,26.395,26.396,26.397,26.396,26.396,26.395,26.395,73.782,254.95,75.004,74.981,22.736,10.001,10.001,0,301.47,11.772,75.158
509,1,5,5,28,29,4.7803,74.239,74.246,74.245,69.457,69.299,69.225,69.19,69.173,69.183,69.159,69.176,69.156,69.155,69.154,69.153,69.163,69.173,69.153,69.153,69.177,69.154,69.153,69.153,69.153,158.81,238.85,74.105,73.991,113.62,10.001,10.001,0,284.23,28.739,74.42
510,1,5,6,29,29,5.1383,70.397,70.403,70.407,91.89,87.915,98.579,88.341,99.987,99.451,92.608,90.009,93.462,95.489,87.825,93.318,90.142,91.39,100.01,99.87,97.52,96.221,100.01,88.031,97.382,3974.95,231.17,70.238,70.009,229.29,10.001,10.001,0,276.24,43.382,70.641
511,1,5,6,28,30,4.7133,70.126,70.132,70.132,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,228.32,69.972,69.727,245.15,10.001,10.001,0,273.3,49.458,70.388
512,1,5,6,27,30,4.9545,73.931,73.935,73.939,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,224.16,73.8,73.668,132.08,10.001,10.001,0,268.78,56.73,74.079
513,1,5,5,26,30,4.4081,74.319,74.325,74.329,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,224.69,74.242,74.217,24.261,10.001,10.001,0,269.46,54.655,74.391
514,1,2,2,25,30,100.01,84.674,84.677,84.682,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,242.59,78.984,77.26,1723.54,10.001,10.001,0,334.13,37.651,88.44
515,1,5,5,24,30,6.27,75.025,75.023,75.033,61.927,59.698,62.01,49.095,55.737,62.036,60.177,59.966,59.746,62.039,62.039,61.886,57.363,62.022,62.039,61.351,47.016,62.032,59.811,50.047,62.035,2229.31,251.65,74.994,75.021,27.496,10.001,10.001,0,298.13,14.225,75.082
516,1,5,5,23,30,5.5231,74.978,74.98,74.98,12.631,12.607,12.594,12.588,12.587,12.584,12.583,12.583,12.584,12.583,12.584,12.584,12.583,12.584,12.583,12.584,12.585,12.585,12.585,12.585,12.586,23.782,264.42,74.947,74.97,22.507,6.4724,6.4703,0.0022,311.84,6.3356,75.049
517,1,5,5,22,30,4.9501,75.002,75.009,75.009,12.627,12.604,12.588,12.578,12.573,12.569,12.567,12.566,12.565,12.564,12.564,12.564,12.565,12.565,12.564,12.563,12.565,12.565,12.565,12.565,12.564,23.184,264.54,74.974,74.993,19.005,6.4639,6.4614,0.0024,312.19,6.327,75.092
518,1,5,5,21,30,6.0373,75.086,75.093,75.09,12.622,12.599,12.587,12.582,12.579,12.578,12.577,12.577,12.576,12.576,12.576,12.576,12.578,12.577,12.578,12.578,12.577,12.577,12.577,12.577,12.578,22.696,264.46,75.132,75.254,122.07,6.4418,6.4396,0.0022,312.1,6.3052,75.159
519,1,5,5,20,30,5.6344,75.124,75.125,75.125,12.561,12.538,12.529,12.525,12.525,12.523,12.525,12.525,12.525,12.524,12.525,12.525,12.527,12.527,12.529,12.526,12.526,12.526,12.527,12.527,12.527,22.801,264.59,75.099,75.247,147.93,6.4056,6.4043,0.0012,312.08,6.2699,75.191
520,1,5,5,19,30,5.5691,75.112,75.116,75.12,12.604,12.58,12.571,12.566,12.565,12.563,12.563,12.563,12.563,12.563,12.564,12.565,12.565,12.565,12.565,12.566,12.566,12.567,12.566,12.566,12.566,23.898,264.52,75.087,75.101,14.191,6.4314,6.4294,0.0019,311.9,6.2952,75.178
521,1,5,5,18,30,5.5484,75.074,75.076,75.074,12.512,12.488,12.476,12.469,12.467,12.465,12.464,12.465,12.465,12.465,12.465,12.464,12.463,12.464,12.466,12.464,12.467,12.466,12.466,12.466,12.467,24.187,264.7,75.087,75.07,16.708,6.3926,6.3904,0.0022,312.15,6.2568,75.138
522,1,5,5,17,30,4.0216,75.001,75.003,75.004,12.468,12.444,12.427,12.42,12.415,12.412,12.41,12.408,12.407,12.41,12.409,12.409,12.407,12.406,12.406,12.405,12.406,12.407,12.406,12.406,12.405,24.051,264.86,74.977,75.036,59.013,6.3741,6.3723,0.0019,312.51,6.2371,75.07
523,1,5,5,16,30,4.9384,74.989,74.992,74.992,12.419,12.396,12.384,12.378,12.375,12.374,12.372,12.373,12.374,12.373,12.394,12.373,12.375,12.373,12.373,12.374,12.375,12.374,12.397,12.377,12.377,23.499,264.86,74.962,74.994,32.135,6.3525,6.3513,0.0012,312.37,6.2172,75.057
524,1,5,5,15,30,3.9983,75.057,75.059,75.062,12.786,12.758,12.743,12.735,12.73,12.728,12.725,12.725,12.724,12.724,12.724,12.723,12.722,12.722,12.722,12.724,12.724,12.724,12.724,12.724,12.745,28.137,264.08,75.033,75.035,1.4496,6.545,6.543,0.002,311.61,6.4085,75.114
525,1,5,5,14,30,4.783,75.096,75.098,75.101,12.822,12.798,12.786,12.779,12.776,12.776,12.775,12.773,12.774,12.772,12.773,12.774,12.775,12.775,12.776,12.774,12.775,12.776,12.776,12.776,12.775,23.728,263.88,75.088,75.098,9.9182,6.5943,6.5918,0.0025,311.33,6.4584,75.142
526,1,5,5,13,30,3.6951,74.856,74.856,74.865,12.627,12.604,12.59,12.582,12.577,12.574,12.575,12.572,12.573,12.573,12.573,12.573,12.574,12.574,12.574,12.574,12.574,12.573,12.574,12.576,12.573,23.484,264.11,74.774,74.725,49.591,6.6042,6.6023,0.0019,311.53,6.4678,74.969
527,1,17,37,12,30,4.3229,73.945,73.952,73.952,12.176,12.157,12.147,12.143,12.151,12.14,12.139,12.139,12.138,12.138,12.139,12.139,12.138,12.151,12.139,12.139,12.139,12.14,12.14,12.139,12.138,18.917,263.92,73.814,73.71,104.46,6.668,6.6658,0.0021,311.31,6.5328,74.149
528,1,5,8,11,30,4.232,70.685,70.689,70.693,74.252,85.589,98.708,80.068,99.234,93.45,90.248,83.072,97.591,66.454,98.161,89.841,89.308,100.01,36.596,96.15,77.255,100.01,87.255,96.57,100.01,11336.68,248.12,70.502,70.244,257.42,10.001,10.001,0,294.14,18.505,70.945
529,1,1,1,13,31,4.4239,73.078,73.085,73.085,12.106,12.029,12.084,11.976,12.044,11.974,12.006,12.033,11.974,11.974,11.974,11.975,11.976,11.976,11.976,11.976,12.013,11.977,11.977,11.978,12.011,77.532,263.44,72.937,72.772,164.81,6.843,6.8408,0.0022,310.7,6.7059,73.305
530,1,5,5,14,31,4.3347,74.318,74.325,74.324,12.537,12.513,12.501,12.494,12.491,12.489,12.49,12.49,12.49,12.49,12.49,12.492,12.492,12.493,12.491,12.492,12.493,12.493,12.494,12.493,12.493,24.076,263.57,74.221,74.142,78.735,6.7307,6.7292,0.0015,310.9,6.5967,74.46
531,1,5,5,15,31,4.5092,74.728,74.733,74.74,12.54,12.513,12.499,12.493,12.49,12.488,12.488,12.488,12.488,12.488,12.489,12.488,12.489,12.488,12.488,12.489,12.489,12.491,12.491,12.49,12.489,26.661,263.99,74.677,74.658,18.311,6.5873,6.5854,0.0019,311.35,6.4533,74.836
532,1,5,5,16,31,4.3071,74.882,74.884,74.889,12.156,12.133,12.12,12.114,12.111,12.11,12.111,12.111,12.111,12.111,12.111,12.11,12.112,12.112,12.113,12.113,12.113,12.113,12.113,12.114,12.114,23.214,265.15,74.836,74.88,44.022,6.3181,6.3163,0.0018,312.61,6.1821,74.991
533,1,5,5,17,31,4.7427,74.967,74.972,74.975,12.264,12.24,12.228,12.222,12.219,12.218,12.218,12.217,12.216,12.217,12.218,12.219,12.217,12.217,12.218,12.219,12.219,12.218,12.219,12.221,12.22,23.952,264.92,74.925,74.934,9.3842,6.3559,6.3543,0.0016,312.48,6.2206,75.064
534,1,5,5,18,31,4.8899,75.04,75.042,75.045,12.377,12.352,12.34,12.333,12.33,12.331,12.33,12.33,12.329,12.329,12.33,12.331,12.332,12.333,12.332,12.332,12.331,12.331,12.331,12.333,12.333,24.543,264.63,75.004,75.035,31.372,6.4062,6.4036,0.0026,312.09,6.2707,75.135
535,1,5,5,19,31,4.9398,75.029,75.039,75.039,12.447,12.423,12.411,12.405,12.403,12.403,12.403,12.403,12.403,12.403,12.404,12.404,12.405,12.404,12.404,12.405,12.406,12.405,12.405,12.406,12.406,24.216,264.44,74.996,75.024,27.634,6.4537,6.4517,0.002,311.94,6.3176,75.141
536,1,5,5,20,31,5.3759,75.031,75.038,75.037,12.436,12.413,12.401,12.396,12.393,12.392,12.391,12.391,12.392,12.392,12.392,12.393,12.394,12.395,12.395,12.394,12.393,12.394,12.395,12.396,12.396,23.536,264.5,74.991,75.008,16.663,6.4392,6.4368,0.0025,312.03,6.3037,75.14
537,1,5,5,21,31,5.3258,75.018,75.023,75.023,12.511,12.487,12.475,12.468,12.467,12.465,12.464,12.463,12.462,12.462,12.463,12.464,12.465,12.464,12.464,12.464,12.463,12.464,12.465,12.465,12.464,24.404,264.31,74.987,74.996,9.2545,6.4884,6.4862,0.0022,311.83,6.3526,75.125
538,1,5,5,22,31,3.638,74.896,74.9,74.902,12.525,12.501,12.489,12.483,12.479,12.477,12.476,12.476,12.476,12.477,12.476,12.476,12.477,12.477,12.476,12.478,12.478,12.478,12.478,12.477,12.478,23.621,264.27,74.999,74.85,149.25,6.5218,6.5199,0.002,311.9,6.387,75.006
539,1,5,5,23,31,4.8108,74.777,74.78,74.782,12.439,12.413,12.401,12.396,12.392,12.391,12.391,12.391,12.391,12.392,12.392,12.393,12.392,12.392,12.391,12.394,12.394,12.394,12.393,12.392,12.393,26.379,264.33,74.736,74.731,5.188,6.5079,6.506,0.0018,311.7,6.3741,74.89
540,1,5,6,24,31,4.4218,73.446,73.454,73.454,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,226,73.338,73.276,61.188,10.001,10.001,0,270.84,51.836,73.541
541,1,5,6,25,31,4.4778,72.105,72.114,72.115,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,220.74,72.017,71.925,91.248,10.001,10.001,0,265.28,65.928,72.233
542,1,5,6,26,31,5.1869,70.613,70.62,70.621,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,99.834,100.01,100.01,100.01,100.01,0,219.45,70.494,70.268,225.6,10.001,10.001,0,263.86,71.145,70.844
543,1,1,1,20,32,4.2569,72.815,72.82,72.818,11.442,11.421,11.41,11.403,11.4,11.397,11.397,11.399,11.398,11.398,11.399,11.399,11.399,11.399,11.399,11.399,11.399,11.399,11.401,11.402,11.4,20.641,264.2,72.79,72.693,97.443,6.6483,6.6465,0.0019,311.67,6.5116,72.967
544,1,5,6,19,32,4.783,72.785,72.789,72.789,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,264.05,72.693,72.604,88.425,6.6709,6.6669,0.0039,311.53,6.5327,72.926
545,1,1,1,18,32,4.3905,72.832,72.836,72.838,11.412,11.386,11.375,11.371,11.368,11.367,11.367,11.366,11.367,11.368,11.369,11.37,11.37,11.37,11.37,11.369,11.37,11.37,11.37,11.371,11.371,26.013,264.22,72.786,72.779,7.4768,6.6387,6.6367,0.002,311.57,6.5029,72.999
546,1,1,1,17,32,4.2745,72.715,72.721,72.723,11.229,11.204,11.192,11.186,11.183,11.18,11.179,11.179,11.179,11.18,11.181,11.181,11.182,11.181,11.182,11.182,11.182,11.182,11.182,11.183,11.183,24.945,264.66,72.671,72.652,19.76,6.542,6.5389,0.0031,312.15,6.4062,72.881
547,1,1,1,16,32,4.6304,72.649,72.651,72.652,11.188,11.165,11.154,11.149,11.149,11.148,11.147,11.147,11.147,11.148,11.149,11.148,11.148,11.149,11.149,11.149,11.148,11.148,11.149,11.15,11.151,22.983,264.83,72.614,72.584,29.396,6.5055,6.5033,0.0022,312.34,6.371,72.805
548,1,5,6,15,32,4.427,72.307,72.313,72.309,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,264.54,72.244,72.168,76.37,7.0875,7.086,0.0015,312.02,6.9528,72.447
549,1,3,3,14,32,4.2047,2.3006,2.3014,2.3007,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,100.01,0,264.05,5.5205,1.4025,4117.99,10.001,10.001,0,311.07,100.01,1.3122
